,PWSName,FIPS_5,CNTY_OR_CITY,POPULATION,ANALYTE_NAME,Concentration in µg/L,COLLECT_DT
3763,"GEORGE`S CHICKEN, LLC",51171,SHENANDOAH,885,LEAD,0.0,2014-06-04
3761,"GEORGE`S CHICKEN, LLC",51171,SHENANDOAH,885,LEAD,0.0,2014-06-04
3760,"GEORGE`S CHICKEN, LLC",51171,SHENANDOAH,885,LEAD,11.8,2014-06-04
3759,"GEORGE`S CHICKEN, LLC",51171,SHENANDOAH,885,LEAD,20.1,2014-06-04
3757,"GEORGE`S CHICKEN, LLC",51171,SHENANDOAH,885,LEAD,0.0,2014-06-04
6567,"WILLIAMSBURG, CITY OF",51830,WILLIAMSBURG,16300,LEAD,1.02,2014-06-04
3509,"BROADWAY, TOWN OF",51165,ROCKINGHAM,3671,LEAD,2.4,2014-06-04
3758,"GEORGE`S CHICKEN, LLC",51171,SHENANDOAH,885,LEAD,0.0,2014-06-04
12656,BULL RUN MOUNTAIN/EVERGREEN (BRME),51153,PRINCE WILLIAM,1641,LEAD,0.0,2014-06-04
12657,BULL RUN MOUNTAIN/EVERGREEN (BRME),51153,PRINCE WILLIAM,1641,LEAD,0.0,2014-06-04
9381,"ROCKY MOUNT, TOWN OF",51067,FRANKLIN COUNTY,5689,LEAD,0.0,2014-06-05
3396,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,0.8,2014-06-05
3397,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,1.1,2014-06-05
3398,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,3.5,2014-06-05
3399,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,1.3,2014-06-05
3400,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,0.7,2014-06-05
3401,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,2.3,2014-06-05
3402,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,2.5,2014-06-05
9383,"ROCKY MOUNT, TOWN OF",51067,FRANKLIN COUNTY,5689,LEAD,0.5,2014-06-05
9382,"ROCKY MOUNT, TOWN OF",51067,FRANKLIN COUNTY,5689,LEAD,0.9,2014-06-05
6562,"WILLIAMSBURG, CITY OF",51830,WILLIAMSBURG,16300,LEAD,0.0,2014-06-05
9380,"ROCKY MOUNT, TOWN OF",51067,FRANKLIN COUNTY,5689,LEAD,0.2,2014-06-05
9379,"ROCKY MOUNT, TOWN OF",51067,FRANKLIN COUNTY,5689,LEAD,0.5,2014-06-05
11617,"PLAINS, THE",51061,FAUQUIER,566,LEAD,0.0,2014-06-05
12655,BULL RUN MOUNTAIN/EVERGREEN (BRME),51153,PRINCE WILLIAM,1641,LEAD,0.0,2014-06-05
12654,BULL RUN MOUNTAIN/EVERGREEN (BRME),51153,PRINCE WILLIAM,1641,LEAD,0.0,2014-06-05
12653,BULL RUN MOUNTAIN/EVERGREEN (BRME),51153,PRINCE WILLIAM,1641,LEAD,0.0,2014-06-05
12652,BULL RUN MOUNTAIN/EVERGREEN (BRME),51153,PRINCE WILLIAM,1641,LEAD,0.0,2014-06-05
12651,BULL RUN MOUNTAIN/EVERGREEN (BRME),51153,PRINCE WILLIAM,1641,LEAD,0.0,2014-06-05
12650,BULL RUN MOUNTAIN/EVERGREEN (BRME),51153,PRINCE WILLIAM,1641,LEAD,0.0,2014-06-05
6563,"WILLIAMSBURG, CITY OF",51830,WILLIAMSBURG,16300,LEAD,0.0,2014-06-05
3395,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,1.3,2014-06-05
3394,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,0.5,2014-06-05
6561,"WILLIAMSBURG, CITY OF",51830,WILLIAMSBURG,16300,LEAD,1.16,2014-06-05
3392,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,4.7,2014-06-05
3391,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,0.5,2014-06-05
3390,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,2.3,2014-06-05
3389,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,1.4,2014-06-05
3388,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,0.5,2014-06-05
3387,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,3.1,2014-06-05
3386,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,2.6,2014-06-05
3385,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,2.2,2014-06-05
3393,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,0.0,2014-06-05
9384,"ROCKY MOUNT, TOWN OF",51067,FRANKLIN COUNTY,5689,LEAD,0.0,2014-06-05
3793,TOMS BROOK-MAURERTOWN SANITARY DISTRICT,51171,SHENANDOAH,2036,LEAD,0.0,2014-06-06
3794,TOMS BROOK-MAURERTOWN SANITARY DISTRICT,51171,SHENANDOAH,2036,LEAD,2.02,2014-06-06
9376,"ROCKY MOUNT, TOWN OF",51067,FRANKLIN COUNTY,5689,LEAD,0.7,2014-06-06
9377,"ROCKY MOUNT, TOWN OF",51067,FRANKLIN COUNTY,5689,LEAD,0.0,2014-06-06
9378,"ROCKY MOUNT, TOWN OF",51067,FRANKLIN COUNTY,5689,LEAD,0.7,2014-06-06
3795,TOMS BROOK-MAURERTOWN SANITARY DISTRICT,51171,SHENANDOAH,2036,LEAD,2.64,2014-06-06
3796,TOMS BROOK-MAURERTOWN SANITARY DISTRICT,51171,SHENANDOAH,2036,LEAD,2.42,2014-06-06
11616,"PLAINS, THE",51061,FAUQUIER,566,LEAD,0.0,2014-06-06
3508,"BROADWAY, TOWN OF",51165,ROCKINGHAM,3671,LEAD,1.8,2014-06-06
3507,"BROADWAY, TOWN OF",51165,ROCKINGHAM,3671,LEAD,7.8,2014-06-06
3506,"BROADWAY, TOWN OF",51165,ROCKINGHAM,3671,LEAD,2.1,2014-06-06
3384,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,3.3,2014-06-06
3798,TOMS BROOK-MAURERTOWN SANITARY DISTRICT,51171,SHENANDOAH,2036,LEAD,0.0,2014-06-06
3883,HIGH KNOB,51187,WARREN,1500,LEAD,0.0,2014-06-06
3797,TOMS BROOK-MAURERTOWN SANITARY DISTRICT,51171,SHENANDOAH,2036,LEAD,0.0,2014-06-06
5096,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-07
5097,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-07
3382,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,5.0,2014-06-07
7982,TOWLES LANDING,51133,NORTHUMBERLAND,68,LEAD,0.0,2014-06-07
9375,"ROCKY MOUNT, TOWN OF",51067,FRANKLIN COUNTY,5689,LEAD,6.1,2014-06-07
3383,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,2.0,2014-06-07
7983,TOWLES LANDING,51133,NORTHUMBERLAND,68,LEAD,0.0,2014-06-07
5095,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-08
5094,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-08
6560,"WILLIAMSBURG, CITY OF",51830,WILLIAMSBURG,16300,LEAD,3.1,2014-06-08
11665,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,2.85,2014-06-08
5092,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-08
5091,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-08
5093,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-08
11663,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-09
5081,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-09
4941,ARLINGTON PLANTATION,51131,NORTHAMPTON,45,LEAD,0.0,2014-06-09
4940,ARLINGTON PLANTATION,51131,NORTHAMPTON,45,LEAD,2.03,2014-06-09
4939,ARLINGTON PLANTATION,51131,NORTHAMPTON,45,LEAD,4.57,2014-06-09
5082,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-09
5083,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-09
11662,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,39.5,2014-06-09
11661,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-09
11659,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-09
11658,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-09
5084,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-09
5085,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-09
5087,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-09
5088,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-09
11657,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,15.3,2014-06-09
5090,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-09
4937,ARLINGTON PLANTATION,51131,NORTHAMPTON,45,LEAD,0.0,2014-06-09
4938,ARLINGTON PLANTATION,51131,NORTHAMPTON,45,LEAD,0.0,2014-06-09
11660,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-09
5086,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-09
5089,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-09
2707,RIVER PARK,51043,CLARKE,100,LEAD,0.0,2014-06-09
2708,RIVER PARK,51043,CLARKE,100,LEAD,0.0,2014-06-09
2709,RIVER PARK,51043,CLARKE,100,LEAD,0.0,2014-06-09
2710,RIVER PARK,51043,CLARKE,100,LEAD,0.0,2014-06-09
2711,RIVER PARK,51043,CLARKE,100,LEAD,0.0,2014-06-09
10069,"CHATHAM, TOWN OF",51143,PITTSYLVANIA,2500,LEAD,0.0,2014-06-09
10068,"CHATHAM, TOWN OF",51143,PITTSYLVANIA,2500,LEAD,0.0,2014-06-09
11664,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-09
3381,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,2.1,2014-06-09
3380,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,1.0,2014-06-09
3379,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,4.3,2014-06-09
5074,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-10
4027,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,2.42,2014-06-10
4026,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,6.65,2014-06-10
10066,"CHATHAM, TOWN OF",51143,PITTSYLVANIA,2500,LEAD,0.0,2014-06-10
4025,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,5.6,2014-06-10
5075,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-10
10065,"CHATHAM, TOWN OF",51143,PITTSYLVANIA,2500,LEAD,0.0,2014-06-10
10064,"CHATHAM, TOWN OF",51143,PITTSYLVANIA,2500,LEAD,0.0,2014-06-10
10063,"CHATHAM, TOWN OF",51143,PITTSYLVANIA,2500,LEAD,0.0,2014-06-10
11654,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-10
10062,"CHATHAM, TOWN OF",51143,PITTSYLVANIA,2500,LEAD,32.0,2014-06-10
5076,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-10
5080,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-10
5078,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-10
7417,RAPPAHANNOCK WESTMINSTER CANTERBURY,51103,LANCASTER,451,LEAD,0.0,2014-06-10
7418,RAPPAHANNOCK WESTMINSTER CANTERBURY,51103,LANCASTER,451,LEAD,0.0,2014-06-10
10067,"CHATHAM, TOWN OF",51143,PITTSYLVANIA,2500,LEAD,0.0,2014-06-10
7419,RAPPAHANNOCK WESTMINSTER CANTERBURY,51103,LANCASTER,451,LEAD,0.0,2014-06-10
7420,RAPPAHANNOCK WESTMINSTER CANTERBURY,51103,LANCASTER,451,LEAD,0.0,2014-06-10
7421,RAPPAHANNOCK WESTMINSTER CANTERBURY,51103,LANCASTER,451,LEAD,0.0,2014-06-10
4029,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,8.46,2014-06-10
7981,TOWLES LANDING,51133,NORTHUMBERLAND,68,LEAD,0.0,2014-06-10
8880,CAMPBELL COUNTY EAST SYSTEM,51031,CAMPBELL,2505,LEAD,0.0,2014-06-10
4028,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,7.25,2014-06-10
3505,"BROADWAY, TOWN OF",51165,ROCKINGHAM,3671,LEAD,3.9,2014-06-10
3882,HIGH KNOB,51187,WARREN,1500,LEAD,0.0,2014-06-10
3504,"BROADWAY, TOWN OF",51165,ROCKINGHAM,3671,LEAD,14.9,2014-06-10
11655,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-10
5079,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-10
5077,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-10
11656,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-10
6559,"WILLIAMSBURG, CITY OF",51830,WILLIAMSBURG,16300,LEAD,0.0,2014-06-11
11652,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-11
11651,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-11
11650,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-11
11649,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-11
10061,"CHATHAM, TOWN OF",51143,PITTSYLVANIA,2500,LEAD,0.0,2014-06-11
5072,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-11
9214,WESTLAKE AREA PUBLIC WATER SYSTEM,51067,FRANKLIN COUNTY,2784,LEAD,1.5,2014-06-11
7980,TOWLES LANDING,51133,NORTHUMBERLAND,68,LEAD,0.0,2014-06-11
3310,TOWN OF SHENANDOAH,51139,PAGE,2378,LEAD,2.08,2014-06-11
11290,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,1.3,2014-06-11
11291,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-11
11653,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-11
5073,FORT LEE,51149,PRINCE GEORGE,21615,LEAD,0.0,2014-06-11
3311,TOWN OF SHENANDOAH,51139,PAGE,2378,LEAD,4.2,2014-06-11
3881,HIGH KNOB,51187,WARREN,1500,LEAD,2.65,2014-06-11
3306,TOWN OF SHENANDOAH,51139,PAGE,2378,LEAD,0.0,2014-06-11
3307,TOWN OF SHENANDOAH,51139,PAGE,2378,LEAD,0.0,2014-06-11
3312,TOWN OF SHENANDOAH,51139,PAGE,2378,LEAD,0.0,2014-06-11
3313,TOWN OF SHENANDOAH,51139,PAGE,2378,LEAD,3.97,2014-06-11
3314,TOWN OF SHENANDOAH,51139,PAGE,2378,LEAD,0.0,2014-06-11
3308,TOWN OF SHENANDOAH,51139,PAGE,2378,LEAD,0.0,2014-06-11
3309,TOWN OF SHENANDOAH,51139,PAGE,2378,LEAD,2.02,2014-06-11
4014,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,2.84,2014-06-11
4015,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,2.34,2014-06-11
4016,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,0.0,2014-06-11
4018,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,0.0,2014-06-11
4019,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,0.0,2014-06-11
4017,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,2.0,2014-06-11
4021,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,3.18,2014-06-11
3377,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,0.8,2014-06-11
3376,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,23.4,2014-06-11
3375,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,2.0,2014-06-11
4020,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,0.0,2014-06-11
3373,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,3.9,2014-06-11
3315,TOWN OF SHENANDOAH,51139,PAGE,2378,LEAD,2.36,2014-06-11
3374,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,0.6,2014-06-11
3378,"VINTON, TOWN OF",51161,ROANOKE COUNTY,10000,LEAD,4.5,2014-06-11
4024,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,0.0,2014-06-11
4023,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,8.06,2014-06-11
4022,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,0.0,2014-06-11
11278,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.33,2014-06-12
11275,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.37,2014-06-12
11276,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.37,2014-06-12
11277,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.34,2014-06-12
11264,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.78,2014-06-12
3880,HIGH KNOB,51187,WARREN,1500,LEAD,0.0,2014-06-12
11279,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.32,2014-06-12
11284,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-12
9213,WESTLAKE AREA PUBLIC WATER SYSTEM,51067,FRANKLIN COUNTY,2784,LEAD,2.2,2014-06-12
351,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,2.5,2014-06-12
350,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,0.6,2014-06-12
349,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,0.7,2014-06-12
348,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,2.9,2014-06-12
347,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,0.4,2014-06-12
346,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,1.2,2014-06-12
345,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,17.2,2014-06-12
344,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,0.5,2014-06-12
11289,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-12
11263,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,1.0,2014-06-12
11262,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,1.4,2014-06-12
11288,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-12
11287,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-12
11286,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-12
11285,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-12
352,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,0.2,2014-06-12
11283,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.28,2014-06-12
11282,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.28,2014-06-12
9212,WESTLAKE AREA PUBLIC WATER SYSTEM,51067,FRANKLIN COUNTY,2784,LEAD,1.3,2014-06-12
11281,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.29,2014-06-12
11274,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.38,2014-06-12
11280,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.29,2014-06-12
353,"PEMBROKE, TOWN OF",51071,GILES,1387,LEAD,1.2,2014-06-12
11269,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.6,2014-06-12
11270,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.58,2014-06-12
11271,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.42,2014-06-12
11272,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.41,2014-06-12
11273,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.4,2014-06-12
11266,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.66,2014-06-12
11646,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-12
11647,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-12
11648,"REMINGTON, TOWN OF",51061,FAUQUIER,1483,LEAD,0.0,2014-06-12
4013,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,0.0,2014-06-12
11265,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.73,2014-06-12
7979,TOWLES LANDING,51133,NORTHUMBERLAND,68,LEAD,0.9,2014-06-12
7821,GLEBE POINT,51133,NORTHUMBERLAND,111,LEAD,0.7,2014-06-12
11267,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.64,2014-06-12
4012,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,36.4,2014-06-12
7820,GLEBE POINT,51133,NORTHUMBERLAND,111,LEAD,1.4,2014-06-12
11268,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.63,2014-06-12
10060,"CHATHAM, TOWN OF",51143,PITTSYLVANIA,2500,LEAD,3.56,2014-06-13
10739,BAILEYS TRAILER PARK,51047,CULPEPER,84,LEAD,0.5,2014-06-13
3879,HIGH KNOB,51187,WARREN,1500,LEAD,3.42,2014-06-13
11247,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,1.1,2014-06-13
11248,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.97,2014-06-13
11249,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.44,2014-06-13
11259,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-13
11260,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-13
11261,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-13
7819,GLEBE POINT,51133,NORTHUMBERLAND,111,LEAD,0.6,2014-06-13
4011,"BUENA VISTA, CITY OF",51530,BUENA VISTA CITY,6650,LEAD,2.08,2014-06-13
11250,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.42,2014-06-13
11251,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.37,2014-06-13
11252,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.35,2014-06-13
11253,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.34,2014-06-13
11254,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.32,2014-06-13
11255,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-13
11256,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-13
7817,GLEBE POINT,51133,NORTHUMBERLAND,111,LEAD,1.5,2014-06-13
7818,GLEBE POINT,51133,NORTHUMBERLAND,111,LEAD,0.3,2014-06-13
11257,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-13
11258,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.0,2014-06-13
11246,FAIRFAX COUNTY WATER AUTHORITY,51059,FAIRFAX COUNTY,1074422,LEAD,0.33,2014-06-14
9352,ROYAL ESTATES,51067,FRANKLIN COUNTY,55,LEAD,0.3,2014-06-14
7816,GLEBE POINT,51133,NORTHUMBERLAND,111,LEAD,0.4,2014-06-14
300,HOGES CHAPEL,51071,GILES,1114,LEAD,1.1,2014-06-16
309,HOGES CHAPEL,51071,GILES,1114,LEAD,0.8,2014-06-16
310,HOGES CHAPEL,51071,GILES,1114,LEAD,0.5,2014-06-16
311,HOGES CHAPEL,51071,GILES,1114,LEAD,4.1,2014-06-16
312,HOGES CHAPEL,51071,GILES,1114,LEAD,3.3,2014-06-16
313,HOGES CHAPEL,51071,GILES,1114,LEAD,3.5,2014-06-16
306,HOGES CHAPEL,51071,GILES,1114,LEAD,0.8,2014-06-16
305,HOGES CHAPEL,51071,GILES,1114,LEAD,3.6,2014-06-16
298,HOGES CHAPEL,51071,GILES,1114,LEAD,0.9,2014-06-16
299,HOGES CHAPEL,51071,GILES,1114,LEAD,1.2,2014-06-16
303,HOGES CHAPEL,51071,GILES,1114,LEAD,0.5,2014-06-16
302,HOGES CHAPEL,51071,GILES,1114,LEAD,2.1,2014-06-16
301,HOGES CHAPEL,51071,GILES,1114,LEAD,1.2,2014-06-16
7815,GLEBE POINT,51133,NORTHUMBERLAND,111,LEAD,0.5,2014-06-16
12194,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2014-06-16
304,HOGES CHAPEL,51071,GILES,1114,LEAD,3.8,2014-06-16
12195,LOUDOUN WATER - CENTRAL SYSTEM,51107,LOUDOUN,306046,LEAD,0.0,2014-06-16
307,HOGES CHAPEL,51071,GILES,1114,LEAD,12.6,2014-06-16
296,HOGES CHAPEL,51071,GILES,1114,LEAD,4.1,2014-06-16
10735,BAILEYS TRAILER PARK,51047,CULPEPER,84,LEAD,0.0,2014-06-16
